1000  3.37018e-12
2000  1.0925e-11
3000  2.89156e-11
4000  4.78937e-11
5000  8.86514e-11
6000  1.15512e-10
7000  2.65277e-10
8000  1.5794e-10
9000  2.02491e-10
10000 2.08924e-10
