1000 1.75094e-14
2000 4.44527e-14
3000 5.63868e-14
4000 6.81678e-14
5000 9.59e-14
6000 1.2609e-13
7000 1.53658e-13
8000 1.78209e-13
9000 1.98617e-13
10000 2.14539e-13
