1000 1.31373e-11
2000 6.05344e-11
3000 1.62703e-10
4000 3.51743e-10
5000 5.8196e-10
6000 8.6089e-10
7000 1.24991e-09
8000 1.66789e-09
9000 2.15512e-09
10000 2.62529e-09
